"id_1","id_2","cmp_fname_c1","cmp_fname_c2","cmp_lname_c1","cmp_lname_c2","cmp_sex","cmp_bd","cmp_bm","cmp_by","cmp_plz","is_match"
44861,46826,1,?,1,?,1,1,1,1,1,TRUE
42196,85526,1,?,1,?,1,1,1,1,1,TRUE
86189,86192,1,?,1,?,1,1,1,1,1,TRUE
46925,66679,1,?,1,?,1,1,1,1,0,TRUE
29565,37883,1,?,1,?,1,1,1,1,1,TRUE
26637,49048,1,?,1,?,1,1,1,1,1,TRUE
26811,32460,1,?,1,?,1,1,1,1,1,TRUE
42052,99591,1,?,1,?,1,1,1,1,1,TRUE
30664,46578,1,?,1,1,1,1,1,1,1,TRUE
24972,33418,1,?,1,?,1,1,1,1,1,TRUE
21060,46042,1,?,1,?,1,1,1,1,0,TRUE
82731,85413,1,?,1,?,1,1,1,1,1,TRUE
33646,83655,1,?,1,?,0,1,1,1,0,TRUE
21855,36336,1,1,1,?,1,1,1,1,1,TRUE
18963,28601,1,?,1,?,1,1,1,1,1,TRUE
49793,57772,1,?,1,?,1,1,1,1,1,TRUE
44161,49297,1,?,1,?,1,1,1,1,1,TRUE
13226,14814,1,?,1,?,1,1,1,1,1,TRUE
51803,51804,1,?,1,?,1,1,1,1,1,TRUE
20310,30619,1,?,1,?,1,1,1,1,1,TRUE
18160,33246,1,?,1,?,1,1,1,1,1,TRUE
65845,65851,1,?,1,?,1,1,1,1,1,TRUE
17164,40701,1,?,1,?,1,1,1,1,1,TRUE
29620,38124,1,?,1,?,1,1,1,1,1,TRUE
23326,48780,1,?,1,?,1,1,1,1,1,TRUE
21685,74432,0.888888888888889,?,1,?,1,1,1,1,1,TRUE
12250,12361,1,?,1,?,1,1,1,1,1,TRUE
22637,52379,1,?,1,?,1,1,1,1,1,TRUE
82075,82076,1,?,1,?,1,1,1,1,1,TRUE
46254,59754,1,?,1,?,1,1,1,1,1,TRUE
26802,64387,1,?,1,?,1,1,1,1,1,TRUE
19034,43837,1,?,1,?,1,1,1,1,1,TRUE
41370,42161,1,?,1,?,1,1,1,1,1,TRUE
35327,47055,1,?,1,?,1,1,1,1,1,TRUE
50928,50929,1,?,1,?,1,1,1,1,1,TRUE
86259,86260,1,?,1,?,1,1,1,1,1,TRUE
31413,39918,1,?,1,?,1,1,1,1,1,TRUE
25518,31391,1,?,1,?,1,1,1,1,1,TRUE
18033,30504,1,?,1,?,1,1,1,1,1,TRUE
87985,87990,1,?,1,?,1,1,1,1,1,TRUE
22128,23052,1,1,1,?,1,1,1,1,1,TRUE
28910,32363,1,?,1,?,1,1,1,1,1,TRUE
90239,91588,1,?,1,?,1,1,1,1,1,TRUE
24369,31627,1,?,1,?,1,1,1,1,1,TRUE
27525,29593,1,1,1,?,1,1,1,1,1,TRUE
38456,44565,1,?,1,1,1,1,1,1,1,TRUE
